ASSET,MC,TNG,DCR,Energy,Date,Time
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,19:28
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,19:28
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,19:28
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,19:28
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,19:28
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,19:28
Ardenville Wind (ARD1)*,68,68,0,Wind,2021-03-20,19:28
BUL1 Bull Creek (BUL1)*,13,12,0,Wind,2021-03-20,19:28
BUL2 Bull Creek (BUL2)*,16,10,0,Wind,2021-03-20,19:28
Blackspring Ridge (BSR1)*,300,295,0,Wind,2021-03-20,19:28
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,19:28
Castle River #1 (CR1)*,39,34,0,Wind,2021-03-20,19:28
Castle Rock Ridge 2 (CRR2)*,29,29,0,Wind,2021-03-20,19:28
Castle Rock Wind Farm (CRR1)*,77,76,0,Wind,2021-03-20,19:28
Cowley Ridge (CRE3)*,20,15,0,Wind,2021-03-20,19:28
Enmax Taber (TAB1)*,81,80,0,Wind,2021-03-20,19:28
Ghost Pine (NEP1)*,82,65,0,Wind,2021-03-20,19:28
Halkirk Wind Power Facility (HAL1)*,150,3,0,Wind,2021-03-20,19:28
Kettles Hill (KHW1)*,63,62,0,Wind,2021-03-20,19:28
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,19:28
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,19:28
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,19:28
Soderglen Wind  (GWW1)*,71,69,0,Wind,2021-03-20,19:28
Summerview 1 (IEW1)*,66,59,0,Wind,2021-03-20,19:28
Summerview 2 (IEW2)*,66,59,0,Wind,2021-03-20,19:28
Suncor Chin Chute (SCR3)*,30,25,0,Wind,2021-03-20,19:28
Suncor Magrath (SCR2)*,30,28,0,Wind,2021-03-20,19:28
Whitla (WHT1)*,202,193,0,Wind,2021-03-20,19:28
Wintering Hills (SCR4)*,88,83,0,Wind,2021-03-20,19:28
APF Athabasca (AFG1)*,131,71,10,Biomass,2021-03-20,19:28
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,19:28
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,19:28
Brooks Solar (BSC1),15,0,0,Biomass,2021-03-20,19:28
Cancarb Medicine Hat (CCMH),42,30,0,Biomass,2021-03-20,19:28
Claresholm 1 (CLR1),58,0,0,Biomass,2021-03-20,19:28
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,19:28
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,19:28
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,19:28
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,19:28
Hull (HUL1),25,0,0,Biomass,2021-03-20,19:28
Innisfail (INF1),22,1,0,Biomass,2021-03-20,19:28
NRGreen (NRG3),16,12,0,Biomass,2021-03-20,19:28
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,19:28
Suffield (SUF1),23,0,0,Biomass,2021-03-20,19:28
Summerview (SUM1),10,0,10,Biomass,2021-03-20,19:28
Vauxhall (VXH1),22,0,0,Biomass,2021-03-20,19:28
Weldwood #1 (WWD1)*,50,39,0,Biomass,2021-03-20,19:28
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,19:28
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,19:28
Weyerhaeuser (WEY1),48,42,0,Biomass,2021-03-20,19:28
Whitecourt Power (EAGL),25,25,0,Biomass,2021-03-20,19:28
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,19:28
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,19:30
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,19:30
Genesee #1 (GN1),400,204,0,Coal,2021-03-20,19:30
Genesee #2 (GN2),400,202,0,Coal,2021-03-20,19:30
Genesee #3 (GN3),466,460,0,Coal,2021-03-20,19:30
Keephills #1 (KH1),395,202,67,Coal,2021-03-20,19:30
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,19:30
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,19:30
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,19:30
Sheerness #2 (SH2),400,138,0,Coal,2021-03-20,19:30
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,19:30
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,19:30
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,19:30
Bantry (ALP1),7,0,0,Gas,2021-03-20,19:30
Bellshill (BHL1),5,0,0,Gas,2021-03-20,19:30
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,19:30
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,19:30
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,19:30
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,19:30
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,19:30
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,19:30
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,19:30
Drywood (DRW1),6,0,0,Gas,2021-03-20,19:30
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,19:30
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,19:30
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,19:30
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,19:30
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,19:30
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,19:30
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,19:30
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,19:30
Parkland (ALP2),10,0,7,Gas,2021-03-20,19:30
Poplar Hill #1 (PH1),48,6,0,Gas,2021-03-20,19:30
Rainbow #5 (RB5),50,0,0,Gas,2021-03-20,19:30
Ralston (NAT1),20,0,17,Gas,2021-03-20,19:30
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,19:30
Sundance #6 (SD6) (Gas fired steam),401,299,0,Gas,2021-03-20,19:30
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,19:30
Valley View 2 (VVW2),50,30,15,Gas,2021-03-20,19:30
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,19:30
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,19:30
Air Liquide Scotford #1 (ALS1),106,78,15,Gas,2021-03-20,19:30
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,19:30
Base Plant (SCR1),50,34,0,Gas,2021-03-20,19:30
Bear Creek 1 (BCRK),64,59,0,Gas,2021-03-20,19:30
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,19:30
Blackfalds (BFD1),6,4,0,Gas,2021-03-20,19:30
CNRL Horizon (CNR5)*,203,190,0,Gas,2021-03-20,19:30
Camrose (CRG1)*,10,11,0,Gas,2021-03-20,19:30
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,19:30
Carseland Cogen (TC01),95,78,0,Gas,2021-03-20,19:30
Christina Lake (CL01),100,88,0,Gas,2021-03-20,19:30
Coaldale (COD1),5,5,0,Gas,2021-03-20,19:30
Dow Hydrocarbon (DOWG),326,188,12,Gas,2021-03-20,19:30
Edson (TLM2),13,5,0,Gas,2021-03-20,19:30
Firebag (SCR6),497,423,20,Gas,2021-03-20,19:30
Fort Hills (FH1),199,185,0,Gas,2021-03-20,19:30
Foster Creek (EC04),98,72,0,Gas,2021-03-20,19:30
Joffre #1 (JOF1),474,327,20,Gas,2021-03-20,19:30
Kearl (IOR3),84,76,0,Gas,2021-03-20,19:30
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,19:30
MEG1 Christina Lake (MEG1),202,161,0,Gas,2021-03-20,19:30
MacKay River (MKRC),207,184,0,Gas,2021-03-20,19:30
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,19:30
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,19:30
Muskeg River (MKR1),202,174,0,Gas,2021-03-20,19:30
Nabiye (IOR2)*,195,164,0,Gas,2021-03-20,19:30
Nexen Inc #2 (NX02),220,172,0,Gas,2021-03-20,19:30
Poplar Creek (SCR5),376,340,0,Gas,2021-03-20,19:30
Primrose #1 (PR1),100,81,0,Gas,2021-03-20,19:30
Rainbow Lake #1 (RL1),47,10,0,Gas,2021-03-20,19:30
Redwater Cogen (TC02),92,77,0,Gas,2021-03-20,19:30
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,19:30
Scotford Upgrader (APS1),195,154,0,Gas,2021-03-20,19:30
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,19:30
Syncrude #1 (SCL1)*,510,377,0,Gas,2021-03-20,19:30
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,19:30
University of Alberta (UOA1)*,39,11,0,Gas,2021-03-20,19:30
Cavalier (EC01),120,59,0,Gas,2021-03-20,19:30
ENMAX Calgary Energy Centre (CAL1),320,252,0,Gas,2021-03-20,19:30
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,19:30
Medicine Hat #1 (CMH1),255,163,0,Gas,2021-03-20,19:30
Nexen Inc #1 (NX01),120,44,0,Gas,2021-03-20,19:30
Shepard (EGC1),868,716,0,Gas,2021-03-20,19:30
Bighorn Hydro (BIG),120,37,10,Hydro,2021-03-20,19:30
Bow River Hydro (BOW1),320,103,45,Hydro,2021-03-20,19:30
Brazeau Hydro (BRA),350,51,168,Hydro,2021-03-20,19:30
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,19:30
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,19:30
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,19:30
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,19:30
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,19:30
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,19:30
Ardenville Wind (ARD1)*,68,68,0,Wind,2021-03-20,19:30
BUL1 Bull Creek (BUL1)*,13,12,0,Wind,2021-03-20,19:30
BUL2 Bull Creek (BUL2)*,16,11,0,Wind,2021-03-20,19:30
Blackspring Ridge (BSR1)*,300,295,0,Wind,2021-03-20,19:30
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,19:30
Castle River #1 (CR1)*,39,36,0,Wind,2021-03-20,19:30
Castle Rock Ridge 2 (CRR2)*,29,29,0,Wind,2021-03-20,19:30
Castle Rock Wind Farm (CRR1)*,77,76,0,Wind,2021-03-20,19:30
Cowley Ridge (CRE3)*,20,14,0,Wind,2021-03-20,19:30
Enmax Taber (TAB1)*,81,80,0,Wind,2021-03-20,19:30
Ghost Pine (NEP1)*,82,67,0,Wind,2021-03-20,19:30
Halkirk Wind Power Facility (HAL1)*,150,3,0,Wind,2021-03-20,19:30
Kettles Hill (KHW1)*,63,61,0,Wind,2021-03-20,19:30
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,19:30
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,19:30
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,19:30
Soderglen Wind  (GWW1)*,71,69,0,Wind,2021-03-20,19:30
Summerview 1 (IEW1)*,66,59,0,Wind,2021-03-20,19:30
Summerview 2 (IEW2)*,66,59,0,Wind,2021-03-20,19:30
Suncor Chin Chute (SCR3)*,30,25,0,Wind,2021-03-20,19:30
Suncor Magrath (SCR2)*,30,28,0,Wind,2021-03-20,19:30
Whitla (WHT1)*,202,193,0,Wind,2021-03-20,19:30
Wintering Hills (SCR4)*,88,82,0,Wind,2021-03-20,19:30
APF Athabasca (AFG1)*,131,72,10,Biomass,2021-03-20,19:30
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,19:30
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,19:30
Brooks Solar (BSC1),15,0,0,Biomass,2021-03-20,19:30
Cancarb Medicine Hat (CCMH),42,30,0,Biomass,2021-03-20,19:30
Claresholm 1 (CLR1),58,0,0,Biomass,2021-03-20,19:30
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,19:30
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,19:30
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,19:30
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,19:30
Hull (HUL1),25,0,0,Biomass,2021-03-20,19:30
Innisfail (INF1),22,1,0,Biomass,2021-03-20,19:30
NRGreen (NRG3),16,12,0,Biomass,2021-03-20,19:30
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,19:30
Suffield (SUF1),23,0,0,Biomass,2021-03-20,19:30
Summerview (SUM1),10,0,10,Biomass,2021-03-20,19:30
Vauxhall (VXH1),22,0,0,Biomass,2021-03-20,19:30
Weldwood #1 (WWD1)*,50,41,0,Biomass,2021-03-20,19:30
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,19:30
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,19:30
Weyerhaeuser (WEY1),48,42,0,Biomass,2021-03-20,19:30
Whitecourt Power (EAGL),25,24,0,Biomass,2021-03-20,19:30
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,19:30
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,19:32
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,19:32
Genesee #1 (GN1),400,202,0,Coal,2021-03-20,19:32
Genesee #2 (GN2),400,202,0,Coal,2021-03-20,19:32
Genesee #3 (GN3),466,460,0,Coal,2021-03-20,19:32
Keephills #1 (KH1),395,201,67,Coal,2021-03-20,19:32
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,19:32
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,19:32
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,19:32
Sheerness #2 (SH2),400,138,0,Coal,2021-03-20,19:32
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,19:32
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,19:32
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,19:32
Bantry (ALP1),7,0,0,Gas,2021-03-20,19:32
Bellshill (BHL1),5,0,0,Gas,2021-03-20,19:32
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,19:32
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,19:32
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,19:32
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,19:32
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,19:32
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,19:32
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,19:32
Drywood (DRW1),6,0,0,Gas,2021-03-20,19:32
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,19:32
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,19:32
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,19:32
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,19:32
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,19:32
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,19:32
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,19:32
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,19:32
Parkland (ALP2),10,0,7,Gas,2021-03-20,19:32
Poplar Hill #1 (PH1),48,6,0,Gas,2021-03-20,19:32
Rainbow #5 (RB5),50,0,0,Gas,2021-03-20,19:32
Ralston (NAT1),20,0,17,Gas,2021-03-20,19:32
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,19:32
Sundance #6 (SD6) (Gas fired steam),401,298,0,Gas,2021-03-20,19:32
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,19:32
Valley View 2 (VVW2),50,30,15,Gas,2021-03-20,19:32
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,19:32
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,19:32
Air Liquide Scotford #1 (ALS1),106,78,15,Gas,2021-03-20,19:32
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,19:32
Base Plant (SCR1),50,33,0,Gas,2021-03-20,19:32
Bear Creek 1 (BCRK),64,59,0,Gas,2021-03-20,19:32
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,19:32
Blackfalds (BFD1),6,4,0,Gas,2021-03-20,19:32
CNRL Horizon (CNR5)*,203,190,0,Gas,2021-03-20,19:32
Camrose (CRG1)*,10,11,0,Gas,2021-03-20,19:32
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,19:32
Carseland Cogen (TC01),95,78,0,Gas,2021-03-20,19:32
Christina Lake (CL01),100,89,0,Gas,2021-03-20,19:32
Coaldale (COD1),5,5,0,Gas,2021-03-20,19:32
Dow Hydrocarbon (DOWG),326,188,12,Gas,2021-03-20,19:32
Edson (TLM2),13,5,0,Gas,2021-03-20,19:32
Firebag (SCR6),497,424,20,Gas,2021-03-20,19:32
Fort Hills (FH1),199,185,0,Gas,2021-03-20,19:32
Foster Creek (EC04),98,72,0,Gas,2021-03-20,19:32
Joffre #1 (JOF1),474,327,20,Gas,2021-03-20,19:32
Kearl (IOR3),84,77,0,Gas,2021-03-20,19:32
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,19:32
MEG1 Christina Lake (MEG1),202,161,0,Gas,2021-03-20,19:32
MacKay River (MKRC),207,185,0,Gas,2021-03-20,19:32
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,19:32
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,19:32
Muskeg River (MKR1),202,174,0,Gas,2021-03-20,19:32
Nabiye (IOR2)*,195,164,0,Gas,2021-03-20,19:32
Nexen Inc #2 (NX02),220,172,0,Gas,2021-03-20,19:32
Poplar Creek (SCR5),376,339,0,Gas,2021-03-20,19:32
Primrose #1 (PR1),100,81,0,Gas,2021-03-20,19:32
Rainbow Lake #1 (RL1),47,10,0,Gas,2021-03-20,19:32
Redwater Cogen (TC02),92,76,0,Gas,2021-03-20,19:32
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,19:32
Scotford Upgrader (APS1),195,153,0,Gas,2021-03-20,19:32
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,19:32
Syncrude #1 (SCL1)*,510,376,0,Gas,2021-03-20,19:32
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,19:32
University of Alberta (UOA1)*,39,11,0,Gas,2021-03-20,19:32
Cavalier (EC01),120,56,0,Gas,2021-03-20,19:32
ENMAX Calgary Energy Centre (CAL1),320,252,0,Gas,2021-03-20,19:32
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,19:32
Medicine Hat #1 (CMH1),255,163,0,Gas,2021-03-20,19:32
Nexen Inc #1 (NX01),120,44,0,Gas,2021-03-20,19:32
Shepard (EGC1),868,715,0,Gas,2021-03-20,19:32
Bighorn Hydro (BIG),120,37,10,Hydro,2021-03-20,19:32
Bow River Hydro (BOW1),320,103,45,Hydro,2021-03-20,19:32
Brazeau Hydro (BRA),350,47,168,Hydro,2021-03-20,19:32
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,19:32
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,19:32
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,19:32
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,19:32
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,19:32
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,19:32
Ardenville Wind (ARD1)*,68,67,0,Wind,2021-03-20,19:32
BUL1 Bull Creek (BUL1)*,13,12,0,Wind,2021-03-20,19:32
BUL2 Bull Creek (BUL2)*,16,11,0,Wind,2021-03-20,19:32
Blackspring Ridge (BSR1)*,300,295,0,Wind,2021-03-20,19:32
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,19:32
Castle River #1 (CR1)*,39,34,0,Wind,2021-03-20,19:32
Castle Rock Ridge 2 (CRR2)*,29,29,0,Wind,2021-03-20,19:32
Castle Rock Wind Farm (CRR1)*,77,76,0,Wind,2021-03-20,19:32
Cowley Ridge (CRE3)*,20,16,0,Wind,2021-03-20,19:32
Enmax Taber (TAB1)*,81,80,0,Wind,2021-03-20,19:32
Ghost Pine (NEP1)*,82,68,0,Wind,2021-03-20,19:32
Halkirk Wind Power Facility (HAL1)*,150,3,0,Wind,2021-03-20,19:32
Kettles Hill (KHW1)*,63,62,0,Wind,2021-03-20,19:32
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,19:32
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,19:32
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,19:32
Soderglen Wind  (GWW1)*,71,69,0,Wind,2021-03-20,19:32
Summerview 1 (IEW1)*,66,59,0,Wind,2021-03-20,19:32
Summerview 2 (IEW2)*,66,59,0,Wind,2021-03-20,19:32
Suncor Chin Chute (SCR3)*,30,24,0,Wind,2021-03-20,19:32
Suncor Magrath (SCR2)*,30,28,0,Wind,2021-03-20,19:32
Whitla (WHT1)*,202,193,0,Wind,2021-03-20,19:32
Wintering Hills (SCR4)*,88,83,0,Wind,2021-03-20,19:32
APF Athabasca (AFG1)*,131,71,10,Biomass,2021-03-20,19:32
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,19:32
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,19:32
Brooks Solar (BSC1),15,0,0,Biomass,2021-03-20,19:32
Cancarb Medicine Hat (CCMH),42,30,0,Biomass,2021-03-20,19:32
Claresholm 1 (CLR1),58,0,0,Biomass,2021-03-20,19:32
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,19:32
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,19:32
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,19:32
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,19:32
Hull (HUL1),25,0,0,Biomass,2021-03-20,19:32
Innisfail (INF1),22,1,0,Biomass,2021-03-20,19:32
NRGreen (NRG3),16,12,0,Biomass,2021-03-20,19:32
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,19:32
Suffield (SUF1),23,0,0,Biomass,2021-03-20,19:32
Summerview (SUM1),10,0,10,Biomass,2021-03-20,19:32
Vauxhall (VXH1),22,0,0,Biomass,2021-03-20,19:32
Weldwood #1 (WWD1)*,50,43,0,Biomass,2021-03-20,19:32
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,19:32
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,19:32
Weyerhaeuser (WEY1),48,42,0,Biomass,2021-03-20,19:32
Whitecourt Power (EAGL),25,24,0,Biomass,2021-03-20,19:32
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,19:32
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,19:34
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,19:34
Genesee #1 (GN1),400,204,0,Coal,2021-03-20,19:34
Genesee #2 (GN2),400,205,0,Coal,2021-03-20,19:34
Genesee #3 (GN3),466,460,0,Coal,2021-03-20,19:34
Keephills #1 (KH1),395,200,67,Coal,2021-03-20,19:34
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,19:34
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,19:34
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,19:34
Sheerness #2 (SH2),400,138,0,Coal,2021-03-20,19:34
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,19:34
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,19:34
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,19:34
Bantry (ALP1),7,0,0,Gas,2021-03-20,19:34
Bellshill (BHL1),5,0,0,Gas,2021-03-20,19:34
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,19:34
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,19:34
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,19:34
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,19:34
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,19:34
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,19:34
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,19:34
Drywood (DRW1),6,0,0,Gas,2021-03-20,19:34
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,19:34
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,19:34
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,19:34
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,19:34
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,19:34
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,19:34
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,19:34
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,19:34
Parkland (ALP2),10,0,7,Gas,2021-03-20,19:34
Poplar Hill #1 (PH1),48,6,0,Gas,2021-03-20,19:34
Rainbow #5 (RB5),50,0,0,Gas,2021-03-20,19:34
Ralston (NAT1),20,0,17,Gas,2021-03-20,19:34
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,19:34
Sundance #6 (SD6) (Gas fired steam),401,299,0,Gas,2021-03-20,19:34
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,19:34
Valley View 2 (VVW2),50,30,15,Gas,2021-03-20,19:34
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,19:34
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,19:34
Air Liquide Scotford #1 (ALS1),106,78,15,Gas,2021-03-20,19:34
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,19:34
Base Plant (SCR1),50,33,0,Gas,2021-03-20,19:34
Bear Creek 1 (BCRK),64,59,0,Gas,2021-03-20,19:34
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,19:34
Blackfalds (BFD1),6,4,0,Gas,2021-03-20,19:34
CNRL Horizon (CNR5)*,203,190,0,Gas,2021-03-20,19:34
Camrose (CRG1)*,10,11,0,Gas,2021-03-20,19:34
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,19:34
Carseland Cogen (TC01),95,78,0,Gas,2021-03-20,19:34
Christina Lake (CL01),100,89,0,Gas,2021-03-20,19:34
Coaldale (COD1),5,5,0,Gas,2021-03-20,19:34
Dow Hydrocarbon (DOWG),326,189,12,Gas,2021-03-20,19:34
Edson (TLM2),13,5,0,Gas,2021-03-20,19:34
Firebag (SCR6),497,424,20,Gas,2021-03-20,19:34
Fort Hills (FH1),199,184,0,Gas,2021-03-20,19:34
Foster Creek (EC04),98,72,0,Gas,2021-03-20,19:34
Joffre #1 (JOF1),474,328,20,Gas,2021-03-20,19:34
Kearl (IOR3),84,78,0,Gas,2021-03-20,19:34
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,19:34
MEG1 Christina Lake (MEG1),202,161,0,Gas,2021-03-20,19:34
MacKay River (MKRC),207,185,0,Gas,2021-03-20,19:34
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,19:34
