ASSET,MC,TNG,DCR,Energy,Date,Time
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,20:13
Sheerness #2 (SH2),400,137,0,Coal,2021-03-20,20:13
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,20:13
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,20:13
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,20:13
Bantry (ALP1),7,0,0,Gas,2021-03-20,20:13
Bellshill (BHL1),5,0,0,Gas,2021-03-20,20:13
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,20:13
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,20:13
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,20:13
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,20:13
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,20:13
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,20:13
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,20:13
Drywood (DRW1),6,0,0,Gas,2021-03-20,20:13
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,20:13
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,20:13
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,20:13
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,20:13
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,20:13
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,20:13
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,20:13
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,20:13
Parkland (ALP2),10,0,7,Gas,2021-03-20,20:13
Poplar Hill #1 (PH1),48,6,0,Gas,2021-03-20,20:13
Rainbow #5 (RB5),50,0,0,Gas,2021-03-20,20:13
Ralston (NAT1),20,0,17,Gas,2021-03-20,20:13
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,20:13
Sundance #6 (SD6) (Gas fired steam),401,348,0,Gas,2021-03-20,20:13
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,20:13
Valley View 2 (VVW2),50,30,15,Gas,2021-03-20,20:13
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,20:13
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,20:13
Air Liquide Scotford #1 (ALS1),106,81,15,Gas,2021-03-20,20:13
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,20:13
Base Plant (SCR1),50,33,0,Gas,2021-03-20,20:13
Bear Creek 1 (BCRK),64,59,0,Gas,2021-03-20,20:13
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,20:13
Blackfalds (BFD1),6,4,0,Gas,2021-03-20,20:13
CNRL Horizon (CNR5)*,203,192,0,Gas,2021-03-20,20:13
Camrose (CRG1)*,10,11,0,Gas,2021-03-20,20:13
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,20:13
Carseland Cogen (TC01),95,78,0,Gas,2021-03-20,20:13
Christina Lake (CL01),100,91,0,Gas,2021-03-20,20:13
Coaldale (COD1),5,4,0,Gas,2021-03-20,20:13
Dow Hydrocarbon (DOWG),326,191,12,Gas,2021-03-20,20:13
Edson (TLM2),13,5,0,Gas,2021-03-20,20:13
Firebag (SCR6),497,429,20,Gas,2021-03-20,20:13
Fort Hills (FH1),199,186,0,Gas,2021-03-20,20:13
Foster Creek (EC04),98,73,0,Gas,2021-03-20,20:13
Joffre #1 (JOF1),474,348,20,Gas,2021-03-20,20:13
Kearl (IOR3),84,78,0,Gas,2021-03-20,20:13
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,20:13
MEG1 Christina Lake (MEG1),202,163,0,Gas,2021-03-20,20:13
MacKay River (MKRC),207,185,0,Gas,2021-03-20,20:13
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,20:13
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,20:13
Muskeg River (MKR1),202,175,0,Gas,2021-03-20,20:13
Nabiye (IOR2)*,195,166,0,Gas,2021-03-20,20:13
Nexen Inc #2 (NX02),220,173,0,Gas,2021-03-20,20:13
Poplar Creek (SCR5),376,340,0,Gas,2021-03-20,20:13
Primrose #1 (PR1),100,81,0,Gas,2021-03-20,20:13
Rainbow Lake #1 (RL1),47,10,0,Gas,2021-03-20,20:13
Redwater Cogen (TC02),92,78,0,Gas,2021-03-20,20:13
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,20:13
Scotford Upgrader (APS1),195,156,0,Gas,2021-03-20,20:13
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,20:13
Syncrude #1 (SCL1)*,510,378,0,Gas,2021-03-20,20:13
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,20:13
University of Alberta (UOA1)*,39,10,0,Gas,2021-03-20,20:13
Cavalier (EC01),120,71,0,Gas,2021-03-20,20:13
ENMAX Calgary Energy Centre (CAL1),320,253,0,Gas,2021-03-20,20:13
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,20:13
Medicine Hat #1 (CMH1),255,164,0,Gas,2021-03-20,20:13
Nexen Inc #1 (NX01),120,45,0,Gas,2021-03-20,20:13
Shepard (EGC1),868,719,0,Gas,2021-03-20,20:13
Bighorn Hydro (BIG),120,38,10,Hydro,2021-03-20,20:13
Bow River Hydro (BOW1),320,103,45,Hydro,2021-03-20,20:13
Brazeau Hydro (BRA),350,72,168,Hydro,2021-03-20,20:13
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,20:13
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,20:13
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,20:13
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,20:13
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,20:13
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,20:13
Ardenville Wind (ARD1)*,68,68,0,Wind,2021-03-20,20:13
BUL1 Bull Creek (BUL1)*,13,13,0,Wind,2021-03-20,20:13
BUL2 Bull Creek (BUL2)*,16,12,0,Wind,2021-03-20,20:13
Blackspring Ridge (BSR1)*,300,295,0,Wind,2021-03-20,20:13
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,20:13
Castle River #1 (CR1)*,39,30,0,Wind,2021-03-20,20:13
Castle Rock Ridge 2 (CRR2)*,29,25,0,Wind,2021-03-20,20:13
Castle Rock Wind Farm (CRR1)*,77,77,0,Wind,2021-03-20,20:13
Cowley Ridge (CRE3)*,20,5,0,Wind,2021-03-20,20:13
Enmax Taber (TAB1)*,81,80,0,Wind,2021-03-20,20:13
Ghost Pine (NEP1)*,82,77,0,Wind,2021-03-20,20:13
Halkirk Wind Power Facility (HAL1)*,150,19,0,Wind,2021-03-20,20:13
Kettles Hill (KHW1)*,63,62,0,Wind,2021-03-20,20:13
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,20:13
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,20:13
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,20:13
Soderglen Wind  (GWW1)*,71,56,0,Wind,2021-03-20,20:13
Summerview 1 (IEW1)*,66,59,0,Wind,2021-03-20,20:13
Summerview 2 (IEW2)*,66,59,0,Wind,2021-03-20,20:13
Suncor Chin Chute (SCR3)*,30,28,0,Wind,2021-03-20,20:13
Suncor Magrath (SCR2)*,30,28,0,Wind,2021-03-20,20:13
Whitla (WHT1)*,202,193,0,Wind,2021-03-20,20:13
Wintering Hills (SCR4)*,88,83,0,Wind,2021-03-20,20:13
APF Athabasca (AFG1)*,131,72,10,Biomass,2021-03-20,20:13
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,20:13
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,20:13
Brooks Solar (BSC1),15,0,0,Biomass,2021-03-20,20:13
Cancarb Medicine Hat (CCMH),42,29,0,Biomass,2021-03-20,20:13
Claresholm 1 (CLR1),58,0,0,Biomass,2021-03-20,20:13
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,20:13
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,20:13
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,20:13
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,20:13
Hull (HUL1),25,0,0,Biomass,2021-03-20,20:13
Innisfail (INF1),22,0,0,Biomass,2021-03-20,20:13
NRGreen (NRG3),16,12,0,Biomass,2021-03-20,20:13
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,20:13
Suffield (SUF1),23,0,0,Biomass,2021-03-20,20:13
Summerview (SUM1),10,0,10,Biomass,2021-03-20,20:13
Vauxhall (VXH1),22,0,0,Biomass,2021-03-20,20:13
Weldwood #1 (WWD1)*,50,39,0,Biomass,2021-03-20,20:13
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,20:13
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,20:13
Weyerhaeuser (WEY1),48,41,0,Biomass,2021-03-20,20:13
Whitecourt Power (EAGL),25,23,0,Biomass,2021-03-20,20:13
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,20:13
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,20:15
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,20:15
Genesee #1 (GN1),400,277,0,Coal,2021-03-20,20:15
Genesee #2 (GN2),400,203,0,Coal,2021-03-20,20:15
Genesee #3 (GN3),466,459,0,Coal,2021-03-20,20:15
Keephills #1 (KH1),395,198,67,Coal,2021-03-20,20:15
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,20:15
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,20:15
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,20:15
Sheerness #2 (SH2),400,137,0,Coal,2021-03-20,20:15
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,20:15
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,20:15
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,20:15
Bantry (ALP1),7,0,0,Gas,2021-03-20,20:15
Bellshill (BHL1),5,0,0,Gas,2021-03-20,20:15
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,20:15
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,20:15
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,20:15
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,20:15
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,20:15
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,20:15
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,20:15
Drywood (DRW1),6,0,0,Gas,2021-03-20,20:15
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,20:15
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,20:15
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,20:15
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,20:15
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,20:15
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,20:15
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,20:15
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,20:15
Parkland (ALP2),10,0,7,Gas,2021-03-20,20:15
Poplar Hill #1 (PH1),48,6,0,Gas,2021-03-20,20:15
Rainbow #5 (RB5),50,0,0,Gas,2021-03-20,20:15
Ralston (NAT1),20,0,17,Gas,2021-03-20,20:15
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,20:15
Sundance #6 (SD6) (Gas fired steam),401,347,0,Gas,2021-03-20,20:15
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,20:15
Valley View 2 (VVW2),50,30,15,Gas,2021-03-20,20:15
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,20:15
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,20:15
Air Liquide Scotford #1 (ALS1),106,81,15,Gas,2021-03-20,20:15
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,20:15
Base Plant (SCR1),50,33,0,Gas,2021-03-20,20:15
Bear Creek 1 (BCRK),64,59,0,Gas,2021-03-20,20:15
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,20:15
Blackfalds (BFD1),6,4,0,Gas,2021-03-20,20:15
CNRL Horizon (CNR5)*,203,192,0,Gas,2021-03-20,20:15
Camrose (CRG1)*,10,11,0,Gas,2021-03-20,20:15
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,20:15
Carseland Cogen (TC01),95,78,0,Gas,2021-03-20,20:15
Christina Lake (CL01),100,91,0,Gas,2021-03-20,20:15
Coaldale (COD1),5,4,0,Gas,2021-03-20,20:15
Dow Hydrocarbon (DOWG),326,191,12,Gas,2021-03-20,20:15
Edson (TLM2),13,5,0,Gas,2021-03-20,20:15
Firebag (SCR6),497,429,20,Gas,2021-03-20,20:15
Fort Hills (FH1),199,187,0,Gas,2021-03-20,20:15
Foster Creek (EC04),98,74,0,Gas,2021-03-20,20:15
Joffre #1 (JOF1),474,348,20,Gas,2021-03-20,20:15
Kearl (IOR3),84,77,0,Gas,2021-03-20,20:15
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,20:15
MEG1 Christina Lake (MEG1),202,163,0,Gas,2021-03-20,20:15
MacKay River (MKRC),207,185,0,Gas,2021-03-20,20:15
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,20:15
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,20:15
Muskeg River (MKR1),202,175,0,Gas,2021-03-20,20:15
Nabiye (IOR2)*,195,166,0,Gas,2021-03-20,20:15
Nexen Inc #2 (NX02),220,173,0,Gas,2021-03-20,20:15
Poplar Creek (SCR5),376,340,0,Gas,2021-03-20,20:15
Primrose #1 (PR1),100,81,0,Gas,2021-03-20,20:15
Rainbow Lake #1 (RL1),47,10,0,Gas,2021-03-20,20:15
Redwater Cogen (TC02),92,78,0,Gas,2021-03-20,20:15
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,20:15
Scotford Upgrader (APS1),195,156,0,Gas,2021-03-20,20:15
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,20:15
Syncrude #1 (SCL1)*,510,379,0,Gas,2021-03-20,20:15
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,20:15
University of Alberta (UOA1)*,39,10,0,Gas,2021-03-20,20:15
Cavalier (EC01),120,75,0,Gas,2021-03-20,20:15
ENMAX Calgary Energy Centre (CAL1),320,253,0,Gas,2021-03-20,20:15
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,20:15
Medicine Hat #1 (CMH1),255,164,0,Gas,2021-03-20,20:15
Nexen Inc #1 (NX01),120,47,0,Gas,2021-03-20,20:15
Shepard (EGC1),868,718,0,Gas,2021-03-20,20:15
Bighorn Hydro (BIG),120,37,10,Hydro,2021-03-20,20:15
Bow River Hydro (BOW1),320,103,45,Hydro,2021-03-20,20:15
Brazeau Hydro (BRA),350,66,168,Hydro,2021-03-20,20:15
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,20:15
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,20:15
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,20:15
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,20:15
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,20:15
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,20:15
Ardenville Wind (ARD1)*,68,68,0,Wind,2021-03-20,20:15
BUL1 Bull Creek (BUL1)*,13,13,0,Wind,2021-03-20,20:15
BUL2 Bull Creek (BUL2)*,16,11,0,Wind,2021-03-20,20:15
Blackspring Ridge (BSR1)*,300,295,0,Wind,2021-03-20,20:15
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,20:15
Castle River #1 (CR1)*,39,32,0,Wind,2021-03-20,20:15
Castle Rock Ridge 2 (CRR2)*,29,25,0,Wind,2021-03-20,20:15
Castle Rock Wind Farm (CRR1)*,77,77,0,Wind,2021-03-20,20:15
Cowley Ridge (CRE3)*,20,8,0,Wind,2021-03-20,20:15
Enmax Taber (TAB1)*,81,80,0,Wind,2021-03-20,20:15
Ghost Pine (NEP1)*,82,78,0,Wind,2021-03-20,20:15
Halkirk Wind Power Facility (HAL1)*,150,18,0,Wind,2021-03-20,20:15
Kettles Hill (KHW1)*,63,61,0,Wind,2021-03-20,20:15
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,20:15
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,20:15
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,20:15
Soderglen Wind  (GWW1)*,71,53,0,Wind,2021-03-20,20:15
Summerview 1 (IEW1)*,66,60,0,Wind,2021-03-20,20:15
Summerview 2 (IEW2)*,66,59,0,Wind,2021-03-20,20:15
Suncor Chin Chute (SCR3)*,30,27,0,Wind,2021-03-20,20:15
Suncor Magrath (SCR2)*,30,28,0,Wind,2021-03-20,20:15
Whitla (WHT1)*,202,193,0,Wind,2021-03-20,20:15
Wintering Hills (SCR4)*,88,84,0,Wind,2021-03-20,20:15
APF Athabasca (AFG1)*,131,72,10,Biomass,2021-03-20,20:15
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,20:15
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,20:15
Brooks Solar (BSC1),15,0,0,Biomass,2021-03-20,20:15
Cancarb Medicine Hat (CCMH),42,29,0,Biomass,2021-03-20,20:15
Claresholm 1 (CLR1),58,0,0,Biomass,2021-03-20,20:15
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,20:15
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,20:15
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,20:15
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,20:15
Hull (HUL1),25,0,0,Biomass,2021-03-20,20:15
Innisfail (INF1),22,0,0,Biomass,2021-03-20,20:15
NRGreen (NRG3),16,12,0,Biomass,2021-03-20,20:15
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,20:15
Suffield (SUF1),23,0,0,Biomass,2021-03-20,20:15
Summerview (SUM1),10,0,10,Biomass,2021-03-20,20:15
Vauxhall (VXH1),22,0,0,Biomass,2021-03-20,20:15
Weldwood #1 (WWD1)*,50,37,0,Biomass,2021-03-20,20:15
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,20:15
Westlock (WST1)*,18,11,0,Biomass,2021-03-20,20:15
Weyerhaeuser (WEY1),48,41,0,Biomass,2021-03-20,20:15
Whitecourt Power (EAGL),25,22,0,Biomass,2021-03-20,20:15
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,20:15
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,20:17
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,20:17
Genesee #1 (GN1),400,279,0,Coal,2021-03-20,20:17
Genesee #2 (GN2),400,203,0,Coal,2021-03-20,20:17
Genesee #3 (GN3),466,459,0,Coal,2021-03-20,20:17
Keephills #1 (KH1),395,200,67,Coal,2021-03-20,20:17
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,20:17
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,20:17
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,20:17
Sheerness #2 (SH2),400,137,0,Coal,2021-03-20,20:17
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,20:17
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,20:17
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,20:17
Bantry (ALP1),7,0,0,Gas,2021-03-20,20:17
Bellshill (BHL1),5,0,0,Gas,2021-03-20,20:17
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,20:17
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,20:17
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,20:17
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,20:17
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,20:17
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,20:17
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,20:17
Drywood (DRW1),6,0,0,Gas,2021-03-20,20:17
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,20:17
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,20:17
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,20:17
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,20:17
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,20:17
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,20:17
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,20:17
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,20:17
Parkland (ALP2),10,0,7,Gas,2021-03-20,20:17
Poplar Hill #1 (PH1),48,6,0,Gas,2021-03-20,20:17
Rainbow #5 (RB5),50,0,0,Gas,2021-03-20,20:17
Ralston (NAT1),20,0,17,Gas,2021-03-20,20:17
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,20:17
Sundance #6 (SD6) (Gas fired steam),401,349,0,Gas,2021-03-20,20:17
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,20:17
Valley View 2 (VVW2),50,30,15,Gas,2021-03-20,20:17
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,20:17
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,20:17
Air Liquide Scotford #1 (ALS1),106,80,15,Gas,2021-03-20,20:17
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,20:17
Base Plant (SCR1),50,33,0,Gas,2021-03-20,20:17
Bear Creek 1 (BCRK),64,59,0,Gas,2021-03-20,20:17
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,20:17
Blackfalds (BFD1),6,4,0,Gas,2021-03-20,20:17
CNRL Horizon (CNR5)*,203,192,0,Gas,2021-03-20,20:17
Camrose (CRG1)*,10,11,0,Gas,2021-03-20,20:17
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,20:17
Carseland Cogen (TC01),95,78,0,Gas,2021-03-20,20:17
Christina Lake (CL01),100,91,0,Gas,2021-03-20,20:17
Coaldale (COD1),5,4,0,Gas,2021-03-20,20:17
Dow Hydrocarbon (DOWG),326,191,12,Gas,2021-03-20,20:17
Edson (TLM2),13,5,0,Gas,2021-03-20,20:17
Firebag (SCR6),497,429,20,Gas,2021-03-20,20:17
Fort Hills (FH1),199,188,0,Gas,2021-03-20,20:17
Foster Creek (EC04),98,74,0,Gas,2021-03-20,20:17
Joffre #1 (JOF1),474,349,20,Gas,2021-03-20,20:17
Kearl (IOR3),84,75,0,Gas,2021-03-20,20:17
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,20:17
MEG1 Christina Lake (MEG1),202,163,0,Gas,2021-03-20,20:17
MacKay River (MKRC),207,186,0,Gas,2021-03-20,20:17
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,20:17
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,20:17
Muskeg River (MKR1),202,175,0,Gas,2021-03-20,20:17
Nabiye (IOR2)*,195,166,0,Gas,2021-03-20,20:17
Nexen Inc #2 (NX02),220,173,0,Gas,2021-03-20,20:17
Poplar Creek (SCR5),376,341,0,Gas,2021-03-20,20:17
Primrose #1 (PR1),100,81,0,Gas,2021-03-20,20:17
Rainbow Lake #1 (RL1),47,10,0,Gas,2021-03-20,20:17
Redwater Cogen (TC02),92,78,0,Gas,2021-03-20,20:17
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,20:17
Scotford Upgrader (APS1),195,156,0,Gas,2021-03-20,20:17
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,20:17
Syncrude #1 (SCL1)*,510,379,0,Gas,2021-03-20,20:17
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,20:17
University of Alberta (UOA1)*,39,10,0,Gas,2021-03-20,20:17
Cavalier (EC01),120,76,0,Gas,2021-03-20,20:17
ENMAX Calgary Energy Centre (CAL1),320,253,0,Gas,2021-03-20,20:17
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,20:17
Medicine Hat #1 (CMH1),255,164,0,Gas,2021-03-20,20:17
Nexen Inc #1 (NX01),120,49,0,Gas,2021-03-20,20:17
Shepard (EGC1),868,718,0,Gas,2021-03-20,20:17
Bighorn Hydro (BIG),120,38,10,Hydro,2021-03-20,20:17
Bow River Hydro (BOW1),320,103,45,Hydro,2021-03-20,20:17
Brazeau Hydro (BRA),350,72,168,Hydro,2021-03-20,20:17
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,20:17
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,20:17
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,20:17
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,20:17
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,20:17
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,20:17
Ardenville Wind (ARD1)*,68,68,0,Wind,2021-03-20,20:17
BUL1 Bull Creek (BUL1)*,13,13,0,Wind,2021-03-20,20:17
BUL2 Bull Creek (BUL2)*,16,11,0,Wind,2021-03-20,20:17
Blackspring Ridge (BSR1)*,300,295,0,Wind,2021-03-20,20:17
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,20:17
Castle River #1 (CR1)*,39,32,0,Wind,2021-03-20,20:17
Castle Rock Ridge 2 (CRR2)*,29,25,0,Wind,2021-03-20,20:17
Castle Rock Wind Farm (CRR1)*,77,77,0,Wind,2021-03-20,20:17
Cowley Ridge (CRE3)*,20,6,0,Wind,2021-03-20,20:17
Enmax Taber (TAB1)*,81,80,0,Wind,2021-03-20,20:17
Ghost Pine (NEP1)*,82,77,0,Wind,2021-03-20,20:17
Halkirk Wind Power Facility (HAL1)*,150,18,0,Wind,2021-03-20,20:17
Kettles Hill (KHW1)*,63,61,0,Wind,2021-03-20,20:17
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,20:17
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,20:17
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,20:17
Soderglen Wind  (GWW1)*,71,50,0,Wind,2021-03-20,20:17
Summerview 1 (IEW1)*,66,59,0,Wind,2021-03-20,20:17
Summerview 2 (IEW2)*,66,59,0,Wind,2021-03-20,20:17
Suncor Chin Chute (SCR3)*,30,26,0,Wind,2021-03-20,20:17
Suncor Magrath (SCR2)*,30,28,0,Wind,2021-03-20,20:17
Whitla (WHT1)*,202,193,0,Wind,2021-03-20,20:17
Wintering Hills (SCR4)*,88,84,0,Wind,2021-03-20,20:17
APF Athabasca (AFG1)*,131,72,10,Biomass,2021-03-20,20:17
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,20:17
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,20:17
Brooks Solar (BSC1),15,0,0,Biomass,2021-03-20,20:17
Cancarb Medicine Hat (CCMH),42,30,0,Biomass,2021-03-20,20:17
Claresholm 1 (CLR1),58,0,0,Biomass,2021-03-20,20:17
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,20:17
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,20:17
